,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
269,400171,Branta,bernicla,bernicla,birds,Brant Goose,Joost van Bruggen,Netherlands,"Oosterend Terschelling, Terschelling, Friesland",53.4002,5.3776,0,"call, flight call","female, male",,field recording,//xeno-canto.org/400171,https://xeno-canto.org/400171/download,"XC400171-Rotganzen, roepjes van grote groep, Polder Formerum, 200118 1700urr.mp3","{'small': '//xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC400171-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC400171-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC400171-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/ffts/XC400171-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/wave/XC400171-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/wave/XC400171-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/wave/XC400171-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,D,12:41,16:50,2018-01-20,2018-01-22,[],Including 1 Black Brant (nigricans),yes,yes,no,,,no,,,44100
270,358369,Branta,bernicla,bernicla,birds,Brant Goose,James Lidster,Netherlands,"Kruiningen, Reimerswaal, Zeeland",51.4642,4.0725,10,call,,,field recording,//xeno-canto.org/358369,https://xeno-canto.org/358369/download,XC358369-Dark-bellied Brent Goose Krabbedijke 170309_2200.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/NRUIFMFTXY/ffts/XC358369-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NRUIFMFTXY/ffts/XC358369-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NRUIFMFTXY/ffts/XC358369-large.png', 'full': '//xeno-canto.org/sounds/uploaded/NRUIFMFTXY/ffts/XC358369-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/NRUIFMFTXY/wave/XC358369-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NRUIFMFTXY/wave/XC358369-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NRUIFMFTXY/wave/XC358369-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:12,14:00,2017-03-09,2017-03-09,['Haematopus ostralegus'],,yes,yes,no,,,no,,,44100
271,246114,Branta,bernicla,hrota,birds,Brant Goose,Daniel Parker,United States,"Relative's Yard, Briarcliff Manor, New York",,,?,flight call,,,field recording,//xeno-canto.org/246114,https://xeno-canto.org/246114/download,XC246114-Brant_Goose_6.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC246114-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC246114-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC246114-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC246114-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/wave/XC246114-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/wave/XC246114-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/wave/XC246114-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:05,19:30,2015-05-26,2015-05-26,"['Turdus migratorius', 'Cardinalis cardinalis']",Flyover; poor recording as I could only catch the last of the flock; totally unexpected!,no,no,no,,,no,,,44100
272,213277,Branta,bernicla,,birds,Brant Goose,david m,United Kingdom,"Suffolk Coastal District (near  Butley), Suffolk, England",52.0706,1.4979,0,flight call,,,field recording,//xeno-canto.org/213277,https://xeno-canto.org/213277/download,XC213277-T09.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC213277-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC213277-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC213277-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC213277-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC213277-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC213277-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC213277-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,D,0:38,09:37,2014-11-13,2015-02-14,[],Brent geese flight call ... not filtered ... parabolic ... very ...very ... windy ...,yes,yes,no,,,no,,,48000
273,213276,Branta,bernicla,,birds,Brant Goose,david m,United Kingdom,"Suffolk Coastal District (near  Butley), Suffolk, England",52.0706,1.4979,0,flight call,,,field recording,//xeno-canto.org/213276,https://xeno-canto.org/213276/download,XC213276-T08.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC213276-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC213276-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC213276-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC213276-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC213276-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC213276-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC213276-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,D,0:36,09:02,2014-11-13,2015-02-14,[],Brent geese flight call ... not filtered  ... parabolic ... very ... very windy ...,yes,yes,no,,,no,,,48000
274,175571,Branta,bernicla,,birds,Brant Goose,david m,United Kingdom,"Fareham District, Hampshire, England",50.8509,-1.3054,0,call,"female, male",,field recording,//xeno-canto.org/175571,https://xeno-canto.org/175571/download,XC175571-T01.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC175571-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC175571-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC175571-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC175571-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC175571-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC175571-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC175571-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,D,0:36,17:26,2014-03-28,2014-04-22,[],Brant geese calls ... not filtered ... parabolic  ... much background noise ...,yes,yes,no,,,no,,,48000
275,174365,Branta,bernicla,hrota,birds,Brant Goose,Daniel Parker,United States,"Coastguard Station, Jones Beach, Long Island, New York",,,?,"alarm call, call, flapping",,,field recording,//xeno-canto.org/174365,https://xeno-canto.org/174365/download,XC174365-Brant_Goose_5.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC174365-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC174365-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC174365-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/ffts/XC174365-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/wave/XC174365-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/wave/XC174365-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AMMGWAIZWI/wave/XC174365-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,3:11,12:30,2014-04-13,2014-04-14,[],Two recordings pasted together. Two geese are flapping as they wash themselves. They are then joined by a few more and begin murmuring quietly.,yes,yes,no,,,no,,,44100
276,878040,Branta,bernicla,,birds,Brant Goose,david m,United Kingdom,"Chare Ends car park (near  Holy Island), Northumberland, England",55.6742,-1.8016,10,"call, flight call","female, male",adult,field recording,//xeno-canto.org/878040,https://xeno-canto.org/878040/download,XC878040-080110-003AB.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC878040-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC878040-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC878040-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/ffts/XC878040-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC878040-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC878040-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BTOFEKXFGW/wave/XC878040-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,E,10:05,11:45,2024-02-24,2024-02-27,"['Alauda arvensis', 'Coloeus monedula', 'Chroicocephalus ridibundus', 'Anser brachyrhynchus', 'Numenius arquata', 'Pluvialis apricaria', 'Passer domesticus']",Brent geese call ... from time edited extended recording ... background noise lots ... traffic ... voices ... planes ... flock takes flight 07:00 ... ish ... ,yes,yes,no,,,no,Zoom H4n Pro ...,integral mics ...,48000
277,857718,Branta,bernicla,,birds,Brant Goose,Michael Hurben,United States,"Wellfleet, Barnstable County, Massachusetts",41.9294,-70.0307,0,,,,field recording,//xeno-canto.org/857718,https://xeno-canto.org/857718/download,XC857718-brandt.wav,"{'small': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC857718-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC857718-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC857718-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/ffts/XC857718-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/wave/XC857718-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/wave/XC857718-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/wave/XC857718-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,1:35,13:30,2023-12-26,2023-12-27,[],,yes,yes,no,,,no,Galaxy phone,,44100
278,777573,Branta,bernicla,bernicla,birds,Brant Goose,Paul Kelly,Ireland,"Tacumshin Lake (East End), County Wexford",52.1963,-6.4439,0,call,uncertain,uncertain,field recording,//xeno-canto.org/777573,https://xeno-canto.org/777573/download,XC777573-brentgoosenocmigtacjan23.wav,"{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC777573-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC777573-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC777573-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC777573-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC777573-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC777573-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC777573-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:13,23:30,2023-01-28,2023-01-31,['Mareca penelope'],Passing birds. ,no,no,no,,,yes,Dodotronic parabola. ,OM LS-P5.,44100
279,508454,Branta,bernicla,nigricans,birds,Brant Goose,Peter Stronach,United Kingdom,"Great Britain, Highland Council, Scotland",57.5246,-4.0971,20,call,uncertain,adult,field recording,//xeno-canto.org/508454,https://xeno-canto.org/508454/download,"XC508454-Grey-bellied Brant at Castle Stuart, Highland, Scotland on the 26th November 2019-[AudioTrimmer.com].mp3","{'small': '//xeno-canto.org/sounds/uploaded/POUECYRDLL/ffts/XC508454-small.png', 'med': '//xeno-canto.org/sounds/uploaded/POUECYRDLL/ffts/XC508454-med.png', 'large': '//xeno-canto.org/sounds/uploaded/POUECYRDLL/ffts/XC508454-large.png', 'full': '//xeno-canto.org/sounds/uploaded/POUECYRDLL/ffts/XC508454-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/POUECYRDLL/wave/XC508454-small.png', 'med': '//xeno-canto.org/sounds/uploaded/POUECYRDLL/wave/XC508454-med.png', 'large': '//xeno-canto.org/sounds/uploaded/POUECYRDLL/wave/XC508454-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:07,14:30,2019-11-26,2019-11-26,['Anser brachyrhynchus'],Recording of a possible vagrant Grey-bellied Brant ssp nigricans amongst a flock of Pink-footed Geese in the Highlands of Scotland,yes,yes,no,,,no,,,48000
280,441013,Branta,bernicla,,birds,Brant Goose,Michel Veldt,Netherlands,"Bodegraven, Bodegraven-Reeuwijk, Zuid-Holland",52.0747,4.7632,0,call,,,field recording,//xeno-canto.org/441013,https://xeno-canto.org/441013/download,XC441013-Rotgans - Bodegraven - 2018-10-19 - 01.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/ffts/XC441013-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/ffts/XC441013-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/ffts/XC441013-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/ffts/XC441013-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/wave/XC441013-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/wave/XC441013-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/wave/XC441013-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:01,01:32,2018-10-19,2018-11-01,[],,no,no,no,,,no,,,48000
281,353619,Branta,bernicla,bernicla,birds,Brant Goose,Kieran Nixon,United Kingdom,"North Norfolk District (near  Cley next the Sea), Norfolk, England",52.9531,1.0427,0,call,,,field recording,//xeno-canto.org/353619,https://xeno-canto.org/353619/download,XC353619-Voice0040.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GBICISVZKQ/ffts/XC353619-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GBICISVZKQ/ffts/XC353619-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GBICISVZKQ/ffts/XC353619-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GBICISVZKQ/ffts/XC353619-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GBICISVZKQ/wave/XC353619-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GBICISVZKQ/wave/XC353619-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GBICISVZKQ/wave/XC353619-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:21,12:30,2017-01-27,2017-01-30,[],,yes,yes,no,,,no,,,48000
282,872113,Branta,ruficollis,,birds,Red-breasted Goose,Ruud van Beusekom,Netherlands,"Oost, Oosterend, Texel, Noord-Holland",53.0959,4.893,0,call,uncertain,adult,field recording,//xeno-canto.org/872113,https://xeno-canto.org/872113/download,XC872113-Roodhalsgans10feb2024Oost140101-011044.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PKWMZIRVUO/ffts/XC872113-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PKWMZIRVUO/ffts/XC872113-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PKWMZIRVUO/ffts/XC872113-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PKWMZIRVUO/ffts/XC872113-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PKWMZIRVUO/wave/XC872113-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PKWMZIRVUO/wave/XC872113-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PKWMZIRVUO/wave/XC872113-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:30,14:30,2024-02-10,2024-02-10,"['Branta bernicla', 'Haematopus ostralegus']",Solitary bird in flock of Brant Geese ,yes,yes,no,,,no,Zoom h5,Telinga,48000
